sha,Positive,Negative,Final,new,total
12a413bf024e64946b28ed9aa3065a31b9420ad2,1,-1,0,3,1
7aca99f9869634d1f65e017e62b5520cd8df8cf5,1,-2,-1,1,
7d213240ca768d6dd35ef2336b1fda757bd4df3c,2,-1,1,4,
e420f857fa0b9ab1df37359f7c0108475696b8dd,2,-1,1,4,
b1cc5835acff2df9e5e5b06b70e88b7e9d3c9490,1,-2,-1,,
7f4ade7e7d6f907a30926c54e16abefe88e81a8e,1,-2,-1,8,4
e5e4c18c1be1d32c5bcb9e6aa0ee300e9c89c18d,1,-1,0,8,1
a3e41ba6eb118dde7657af9a95d6ce34424f76da,1,-2,-1,0,
907ed79069584b6c4641bfe4bf9f64eea2c23564,1,-1,0,0,
93b144b7b4872ea623a378c75b92d33bea28ab51,2,-2,0,15,
0a47c590fe9eb23d65fbbeafcacb978b37ed7992,2,-2,0,15,1
e6126215e03a038c5d34993ea16518af35c2bafa,2,-1,1,17,2
844d804aba4b459215f05c9ade59157f6c2cfb4b,1,-1,0,4,1
a8bb9dc1802f59a3a97d555e245f0b8826700bc6,1,-1,0,2,
78522cf3f066c9a311478a0a08529331cf85f6d2,1,-1,0,0,
48b4502d1d19208fb46d1ecbe4fb1f3b42248df2,1,-2,-1,3,1
